generation,best_fitness,mean_fitness,std_fitness
205,-390.68702807624504,-710.5404396014916,465.4605976430964
206,-390.68702807624504,-838.2514445430932,596.80092741729
207,-390.68702807624504,-829.2248463020262,584.7518320273855
208,-390.68702807624504,-811.9249183574451,549.4043271689374
209,-390.68702807624504,-851.0174094410671,692.224042257809
210,-390.68702807624504,-750.7784471916451,485.6235315870897
211,-390.68702807624504,-790.4490608651378,536.2854332101316
212,-390.68702807624504,-886.7274201158388,621.7830055908572
213,-390.68702807624504,-759.0676208622391,526.8854175731237
214,-390.68702807624504,-823.192671007319,567.4452659100505
215,-390.68702807624504,-901.8821471332442,654.9872552122183
216,-390.68702807624504,-830.1279749765625,574.5807848034293
217,-390.68702807624504,-786.621170344815,521.8047916577985
218,-390.68702807624504,-860.0176233967801,585.2046577434672
219,-390.68702807624504,-776.2161749870215,544.8180471539965
220,-390.68702807624504,-858.1294776496068,886.6153923314497
221,-390.68702807624504,-787.928097485724,581.2145473216814
222,-390.68702807624504,-936.5704422639778,1219.1850760686557
223,-390.68702807624504,-668.1995384816852,394.3472110752613
224,-390.68702807624504,-794.4205800979358,578.7059331602062
225,-390.68702807624504,-819.877693431723,565.4611793254123
226,-390.68702807624504,-795.9240736985955,573.5077606989039
227,-390.68702807624504,-763.733588213446,483.2917338112648
228,-390.68702807624504,-791.9194581433208,545.9119655172078
229,-390.68702807624504,-785.7491915585483,608.1889069184075
230,-390.68702807624504,-793.756536120666,550.6546651817728
231,-390.68702807624504,-852.7712692036897,900.3249022300516
232,-390.68702807624504,-922.0834537029398,709.9895982961385
233,-390.68702807624504,-801.5537436185856,577.7855001557485
234,-390.68702807624504,-873.7356319534476,629.0450055033047
235,-390.68702807624504,-821.2636949447844,657.5612640749843
236,-390.68702807624504,-862.9111383125833,602.3265073376464
237,-390.68702807624504,-817.774668995398,566.7342986134543
238,-390.68702807624504,-844.0348131482847,597.2589355246818
239,-390.68702807624504,-787.6399618960136,588.3275784658638
240,-390.68702807624504,-911.322853420792,644.9927737747652
241,-390.68702807624504,-833.0237333622133,683.24137408507
242,-390.68702807624504,-890.8816631634589,668.1241347845405
243,-390.68702807624504,-835.7601220485697,653.5562694416373
244,-383.9907466163377,-860.0860544457419,550.1093952232827
245,-383.9907466163377,-861.0359540627036,632.146248887026
246,-383.9907466163377,-1005.9266290018438,1448.9931539123884
247,-383.9907466163377,-818.6847571894336,618.7867029828207
248,-383.9907466163377,-804.4764805983087,584.7521389615043
249,-383.9907466163377,-834.9390159129397,560.646625393134
250,-383.9907466163377,-907.00974948553,696.3337645665658
251,-383.9907466163377,-771.958756174235,523.9036994907801
252,-383.9907466163377,-912.2634499753012,598.9222680113412
253,-383.9907466163377,-863.7800782935641,597.6585773019809
254,-383.9907466163377,-864.214105959084,618.5069837625723
255,-383.9907466163377,-779.3464768066958,574.0218228356099
256,-383.9907466163377,-833.145681530586,571.1140366009859
257,-383.9907466163377,-800.4973665835034,538.2399624912322
258,-383.9907466163377,-867.5008058673845,621.0879651160107
259,-383.9907466163377,-959.4914489133857,760.427973828892
260,-383.9907466163377,-848.3686432022376,613.1170719818343
261,-383.9907466163377,-846.427746093782,617.1551689284837
262,-383.9907466163377,-851.0207849591151,573.1847889597666
263,-383.9907466163377,-843.6437507282029,591.6645204349655
264,-383.9907466163377,-931.1656635407354,588.6943984079951
265,-383.9907466163377,-780.5623964509297,511.1947132557194
266,-383.9907466163377,-709.7347894633573,433.243822484202
267,-383.9907466163377,-780.8278158762395,593.3610694892958
268,-383.9907466163377,-752.3967686505936,502.8804784492295
269,-383.9907466163377,-776.5022709634403,549.6179014417527
270,-383.9907466163377,-852.9508719292753,619.5132063814125
271,-383.9907466163377,-824.5904100506817,562.5467501961509
272,-383.9907466163377,-805.2617893264871,513.4462950070576
273,-383.9907466163377,-843.7504388554242,633.0499390393903
274,-383.9907466163377,-814.6603854236419,562.3991724451682
275,-383.9907466163377,-825.7034913974354,578.7357572489841
276,-383.9907466163377,-772.8440706560632,540.5222606192168
277,-383.9907466163377,-907.8541946935436,697.7241601862681
278,-383.9907466163377,-812.4452258968142,527.2646894261006
279,-383.9907466163377,-844.251530086544,560.8095220039124
280,-383.9907466163377,-865.6223932414013,590.2242474766746
281,-383.9907466163377,-863.2248489599333,622.0423110510104
282,-383.9907466163377,-809.696535951042,546.8997087161044
283,-383.9907466163377,-821.5465039693735,562.9045860836334
284,-383.9907466163377,-859.8529606533607,598.4720068366195
285,-383.9907466163377,-833.4347762302054,601.81385667307
286,-383.9907466163377,-929.640934152739,631.2227224315409
287,-383.9907466163377,-740.8034514724379,475.4421108721164
288,-383.9907466163377,-865.9641193015239,668.189040407512
289,-383.9907466163377,-825.9367563726333,587.1297695314223
290,-383.9907466163377,-795.8991796410377,518.097747609276
291,-383.9907466163377,-884.9725226175827,652.8041067357254
292,-383.9907466163377,-897.034369002478,612.1817483808953
293,-383.9907466163377,-778.8963446068528,541.1164475938132
294,-383.9907466163377,-886.3838208222911,587.7924529114432
295,-383.9907466163377,-863.8103681918368,575.0722693159506
296,-383.9907466163377,-926.7294642961706,724.683738155521
297,-383.9907466163377,-870.7672119189197,601.1516606111082
298,-383.9907466163377,-829.8060373944705,637.5428182206335
299,-383.9907466163377,-831.1252190507533,544.821288265288
